Sample_ID,Randomness_Value,Actual_Stiffness,Node_Count,Edge_Count,Graph_Density,Total_Edge_Weight,Mean_Edge_Weight,Std_Edge_Weight,Mean_Degree,Std_Degree,Mean_Weighted_Degree,Std_Weighted_Degree,Mean_Center_Distance,Std_Center_Distance,Dataset,Split_Seed,Predicted_Stiffness,Residual,Absolute_Error,Squared_Error,Absolute_Percent_Error,Ensemble_Std,Member_Prediction_Min,Member_Prediction_Max,Member_Prediction_Range,Stiffness_Bin
randomness_0.5866,0.5866,0.0129665419459343,121.0,275.0,0.03787878787878788,275.0,1.0,0.0,4.545454502105713,1.3666633367538452,4.545454502105713,1.3666633367538452,136.13821411132812,51.422298431396484,Test,11,0.021976275742053984,0.009009733796119685,0.009009733796119685,8.117530307694122e-05,69.48447653728306,0.0002978824397163821,0.02153017558157444,0.02238536812365055,0.0008551925420761108,Q2
randomness_0.2623,0.2623,0.0328476250171661,121.0,288.0,0.03966942148760331,288.0,1.0,0.0,4.760330677032471,1.3049479722976685,4.760330677032471,1.3049479722976685,136.2095184326172,50.84260559082031,Test,11,0.03223461881279945,-0.0006130062043666479,0.0006130062043666479,3.7577660659200447e-07,1.866211648623887,0.00023458670974164632,0.031977515667676926,0.03255699574947357,0.0005794800817966461,Q4
randomness_0.5005,0.5005,0.0267701246428441,121.0,287.0,0.03953168044077135,287.0,1.0,0.0,4.743801593780518,1.2028130292892456,4.743801593780518,1.2028130292892456,136.50399780273438,51.17902755737305,Test,11,0.02806294709444046,0.00129282245159636,0.00129282245159636,1.6713898913516227e-06,4.82934789749641,0.0003823973459937287,0.027547817677259445,0.028530269861221313,0.0009824521839618683,Q3
randomness_0.6176,0.6176,0.0255750574171543,121.0,269.0,0.03705234159779614,269.0,1.0,0.0,4.4462809562683105,1.4021849632263184,4.4462809562683105,1.4021849632263184,137.08326721191406,51.00048065185547,Test,11,0.019629615172743798,-0.005945442244410501,0.005945442244410501,3.534828348162098e-05,23.2470338088963,0.00029655721166331803,0.019313376396894455,0.020012198016047478,0.0006988216191530228,Q3
randomness_0.1071,0.1071,0.0365901526063681,121.0,300.0,0.04132231404958678,300.0,1.0,0.0,4.958677768707275,1.319884181022644,4.958677768707275,1.319884181022644,135.94720458984375,50.77973937988281,Test,11,0.039185724407434466,0.002595571801066364,0.002595571801066364,6.736992974490888e-06,7.093634806580812,0.00027227476421982076,0.03869188204407692,0.039432112127542496,0.0007402300834655762,Q5
randomness_0.2893,0.2893,0.0258772673085332,121.0,284.0,0.03911845730027548,284.0,1.0,0.0,4.694214820861816,1.3837485313415527,4.694214820861816,1.3837485313415527,136.04376220703125,50.62305450439453,Test,11,0.030372069403529166,0.004494802094995965,0.004494802094995965,2.0203245873180115e-05,17.369693798826177,0.00018846135267561867,0.030097689479589462,0.030633311718702316,0.000535622239112854,Q3
randomness_0.7187,0.7187,0.0158746777022041,121.0,262.0,0.03608815426997245,262.0,1.0,0.0,4.330578327178955,1.3322970867156982,4.330578327178955,1.3322970867156982,135.43716430664062,50.44974899291992,Test,11,0.013949839770793915,-0.0019248379314101855,0.0019248379314101855,3.705001062195442e-06,12.125209516177666,0.00037132391911197756,0.013634809292852879,0.01455595251172781,0.0009211432188749313,Q2
randomness_0.4474,0.4474,0.0354120764881372,121.0,295.0,0.040633608815427,295.0,1.0,0.0,4.876032829284668,1.3579896688461304,4.876032829284668,1.3579896688461304,136.00650024414062,51.33234786987305,Test,11,0.03432527780532837,-0.0010867986828088302,0.0010867986828088302,1.1811313769550084e-06,3.069005804200441,0.0001968344515730638,0.03404999151825905,0.03449529781937599,0.00044530630111694336,Q4
randomness_0.0250,0.025,0.0411754429340363,121.0,305.0,0.04201101928374656,305.0,1.0,0.0,5.041322231292725,1.2019041776657104,5.041322231292725,1.2019041776657104,135.9885711669922,50.82955551147461,Test,11,0.04119092971086502,1.548677682872146e-05,1.548677682872146e-05,2.3984025654262393e-10,0.03761168241354809,0.0003258527763597514,0.040833234786987305,0.0416426844894886,0.000809449702501297,Q5
randomness_0.3724,0.3724,0.0361438792198896,121.0,297.0,0.04090909090909091,297.0,1.0,0.0,4.909090995788574,1.3666633367538452,4.909090995788574,1.3666633367538452,136.1422882080078,50.73778533935547,Test,11,0.0360209196805954,-0.0001229595392942054,0.0001229595392942054,1.511904830344324e-08,0.3401946386168257,0.00023915886951970505,0.03569590672850609,0.036413051187992096,0.0007171444594860077,Q4
randomness_0.9910,0.991,0.0043620296632487,121.0,243.0,0.03347107438016529,243.0,1.0,0.0,4.016529083251953,1.4713993072509766,4.016529083251953,1.4713993072509766,136.7244415283203,51.18764877319336,Test,11,0.006003166828304529,0.0016411371650558292,0.0016411371650558292,2.6933311945274842e-06,37.62324632688451,0.0003553315750700644,0.0053749107755720615,0.006405456457287073,0.0010305456817150116,Q1
randomness_0.0931,0.0931,0.0336260215379298,121.0,291.0,0.04008264462809917,291.0,1.0,0.0,4.809917449951172,1.2682651281356812,4.809917449951172,1.2682651281356812,136.00393676757812,50.90559005737305,Test,11,0.03429553285241127,0.0006695113144814732,0.0006695113144814732,4.4824540021871015e-07,1.9910512271761664,0.0002918091913792483,0.03386400640010834,0.03471457585692406,0.0008505694568157196,Q4
randomness_0.4615,0.4615,0.026931158475285,121.0,281.0,0.03870523415977961,281.0,1.0,0.0,4.644628047943115,1.4537469148635864,4.644628047943115,1.4537469148635864,135.3045196533203,50.97917938232422,Test,11,0.027884048968553544,0.0009528904932685454,0.0009528904932685454,9.080002921615719e-07,3.538245464423756,0.00022801050024247736,0.027616342529654503,0.028208434581756592,0.0005920920521020889,Q3
randomness_0.1041,0.1041,0.0358628667891026,121.0,289.0,0.03980716253443526,289.0,1.0,0.0,4.776859283447266,1.428676724433899,4.776859283447266,1.428676724433899,136.03590393066406,50.835975646972656,Test,11,0.03416269943118096,-0.0017001673579216461,0.0017001673579216461,2.8905690449422706e-06,4.740745819121923,0.0003227519540213191,0.033710796386003494,0.03458437696099281,0.0008735805749893188,Q4
randomness_0.0571,0.0571,0.0389853850007057,121.0,295.0,0.040633608815427,295.0,1.0,0.0,4.876032829284668,1.2568504810333252,4.876032829284668,1.2568504810333252,136.03590393066406,50.83940124511719,Test,11,0.036603114753961566,-0.002382270246744131,0.002382270246744131,5.675211528522342e-06,6.110675184305626,0.0003683181433951281,0.03625500947237015,0.03716123849153519,0.0009062290191650391,Q5
randomness_0.1642,0.1642,0.0441122628748417,121.0,303.0,0.04173553719008265,303.0,1.0,0.0,5.008264541625977,1.2025859355926514,5.008264541625977,1.2025859355926514,136.01693725585938,50.746376037597656,Test,11,0.039861415326595304,-0.004250847548246395,0.004250847548246395,1.8069704878432386e-05,9.636430487157703,0.00026006744927738374,0.039462145417928696,0.04027514532208443,0.0008129999041557312,Q5
randomness_0.7457,0.7457,0.0127082773925969,121.0,266.0,0.03663911845730027,266.0,1.0,0.0,4.396694183349609,1.4344021081924438,4.396694183349609,1.4344021081924438,135.88233947753906,50.88672637939453,Test,11,0.018042979389429094,0.005334701996832194,0.005334701996832194,2.84590453950054e-05,41.978167709337846,0.0002479116103091662,0.01785317063331604,0.018514584749937057,0.0006614141166210175,Q2
randomness_0.7417,0.7417,0.0086889560800045,121.0,253.0,0.03484848484848485,253.0,1.0,0.0,4.181818008422852,1.3360854387283325,4.181818008422852,1.3360854387283325,136.61160278320312,50.71833419799805,Test,11,0.009770844131708145,0.0010818880517036444,0.0010818880517036444,1.1704817564191076e-06,12.45130072867262,0.0002463127567623368,0.009330667555332184,0.010076970793306828,0.0007463032379746437,Q1
randomness_0.7307,0.7307,0.0153759528369733,120.0,255.0,0.03571428571428571,255.0,1.0,0.0,4.25,1.3555442094802856,4.25,1.3555442094802856,136.02857971191406,49.11738204956055,Test,11,0.010718531161546706,-0.004657421675426593,0.004657421675426593,2.1691576662733454e-05,30.29029631404222,0.00044883878922262634,0.01028575748205185,0.011368030682206154,0.0010822732001543045,Q2
randomness_0.8779,0.8779,0.0031209282577037,121.0,243.0,0.03347107438016529,243.0,1.0,0.0,4.016529083251953,1.396474003791809,4.016529083251953,1.396474003791809,135.995361328125,51.80620574951172,Test,11,0.00505372816696763,0.00193279990926393,0.00193279990926393,3.735715489250656e-06,61.930289633957656,0.0005450280718588151,0.004014978650957346,0.005607627797871828,0.0015926491469144821,Q1
randomness_0.7628,0.7628,0.0022252250055316,119.0,244.0,0.034752884204529266,244.0,1.0,0.0,4.1008405685424805,1.4224783182144165,4.1008405685424805,1.4224783182144165,135.93711853027344,50.05459976196289,Test,11,0.006165445689111948,0.003940220683580348,0.003940220683580348,1.5525339035314384e-05,177.07066358617703,0.000406874185832986,0.005635587964206934,0.006815838161855936,0.001180250197649002,Q1
randomness_0.4905,0.4905,0.021619337674039,121.0,284.0,0.03911845730027548,284.0,1.0,0.0,4.694214820861816,1.2717071771621704,4.694214820861816,1.2717071771621704,135.54383850097656,51.40958023071289,Test,11,0.026588242128491403,0.0049689044544524025,0.0049689044544524025,2.4690011477476927e-05,22.983610919862627,0.0002606663526179667,0.026323968544602394,0.027068138122558594,0.0007441695779561996,Q2
randomness_0.8909,0.8909,0.0015531262481558,120.0,232.0,0.032492997198879554,232.0,1.0,0.0,3.866666555404663,1.3535960912704468,3.866666555404663,1.3535960912704468,135.06619262695312,52.646087646484375,Test,11,0.0007980255933944136,-0.0007551006547613865,0.0007551006547613865,5.701769988210745e-07,48.61811173805102,0.00037600054036547066,0.0002730159612838179,0.0012751525500789285,0.0010021365887951106,Q1
randomness_0.6406,0.6406,0.0229624278112811,121.0,267.0,0.03677685950413223,267.0,1.0,0.0,4.4132232666015625,1.302695393562317,4.4132232666015625,1.302695393562317,136.5519561767578,50.77366256713867,Test,11,0.016977660357952118,-0.0059847674533289805,0.0059847674533289805,3.581744147042585e-05,26.063304379290216,0.0002217599150109876,0.016703225672245026,0.017376020550727844,0.0006727948784828186,Q3
randomness_0.8038,0.8038,0.0155941737748814,121.0,268.0,0.03691460055096419,268.0,1.0,0.0,4.429751873016357,1.3595480918884277,4.429751873016357,1.3595480918884277,134.96258544921875,52.087745666503906,Test,11,0.017803248763084412,0.0022090749882030126,0.0022090749882030126,4.880012303504141e-06,14.166027774817543,0.00017142508040090992,0.017595043405890465,0.018066685646772385,0.00047164224088191986,Q2
randomness_0.0561,0.0561,0.0287058036774397,121.0,286.0,0.03939393939393939,286.0,1.0,0.0,4.7272725105285645,1.3545149564743042,4.7272725105285645,1.3545149564743042,136.0181884765625,50.876529693603516,Test,11,0.032386279106140135,0.0036804754287004353,0.0036804754287004353,1.3545899381267653e-05,12.82136347777287,0.00035796276558639986,0.032076429575681686,0.0330757237970829,0.0009992942214012146,Q3
randomness_0.5375,0.5375,0.0300985630601645,121.0,279.0,0.0384297520661157,279.0,1.0,0.0,4.611570358276367,1.3197287321090698,4.611570358276367,1.3197287321090698,135.665283203125,51.50126266479492,Test,11,0.024305200576782225,-0.005793362483382275,0.005793362483382275,3.3563048863861244e-05,19.247970316064027,0.00018694589387760545,0.024013260379433632,0.02455778419971466,0.0005445238202810287,Q3
randomness_0.1351,0.1351,0.0384815935045481,121.0,300.0,0.04132231404958678,300.0,1.0,0.0,4.958677768707275,1.268803596496582,4.958677768707275,1.268803596496582,135.99928283691406,50.83871078491211,Test,11,0.03850972279906273,2.81292945146297e-05,2.81292945146297e-05,7.912572098907765e-10,0.07309805014001078,0.00026539746699189563,0.038034554570913315,0.038855668157339096,0.0008211135864257812,Q5
randomness_0.5025,0.5025,0.0244186518713832,121.0,284.0,0.03911845730027548,284.0,1.0,0.0,4.694214820861816,1.3412894010543823,4.694214820861816,1.3412894010543823,135.3557891845703,51.10648727416992,Test,11,0.027278835698962212,0.002860183827579011,0.002860183827579011,8.180651527544522e-06,11.713111119500125,0.00022854136280338398,0.026990480720996857,0.027607088908553123,0.0006166081875562668,Q3
randomness_0.2933,0.2933,0.0316933810710907,121.0,290.0,0.03994490358126722,290.0,1.0,0.0,4.793388366699219,1.4426637887954712,4.793388366699219,1.4426637887954712,136.18069458007812,51.3556022644043,Test,11,0.03395853489637375,0.002265153825283049,0.002265153825283049,5.13092185219443e-06,7.147087968311536,0.0002498846354425471,0.03355708718299866,0.034217312932014465,0.0006602257490158081,Q3
randomness_0.2012,0.2012,0.0392136126756668,121.0,297.0,0.04090909090909091,297.0,1.0,0.0,4.909090995788574,1.3483997583389282,4.909090995788574,1.3483997583389282,136.2148895263672,50.645240783691406,Test,11,0.03750532791018486,-0.0017082847654819391,0.0017082847654819391,2.9182368399776837e-06,4.356356502041905,0.0002749073893592053,0.03716135025024414,0.03791720047593117,0.000755850225687027,Q5
randomness_0.0661,0.0661,0.0420046001672745,121.0,302.0,0.04159779614325069,302.0,1.0,0.0,4.991735458374023,1.2694495916366577,4.991735458374023,1.2694495916366577,136.07814025878906,50.785484313964844,Test,11,0.04015196412801743,-0.0018526360392570745,0.0018526360392570745,3.4322602939541407e-06,4.410555110343487,0.00030566372836336877,0.03970085829496384,0.04051771014928818,0.0008168518543243408,Q5
randomness_0.6917,0.6917,0.015259851841256,121.0,272.0,0.03746556473829201,272.0,1.0,0.0,4.495867729187012,1.311890721321106,4.495867729187012,1.311890721321106,136.24154663085938,51.13156509399414,Test,11,0.019473203271627427,0.004213351430371427,0.004213351430371427,1.7752330275812947e-05,27.61069684163222,0.00026844479613674416,0.019156564027071,0.01996624283492565,0.0008096788078546524,Q2
randomness_0.9530,0.953,0.0001472217666887,121.0,230.0,0.03168044077134986,230.0,1.0,0.0,3.8016529083251953,1.289626955986023,3.8016529083251953,1.289626955986023,138.7244110107422,51.23442077636719,Test,11,-0.002723504649475217,-0.002870726416163917,0.002870726416163917,8.241070156461325e-06,1949.9334104813859,0.0004273879722446272,-0.0035240754950791597,-0.0023505885619670153,0.0011734869331121445,Q1
randomness_0.0951,0.0951,0.0391530055552721,121.0,298.0,0.04104683195592287,298.0,1.0,0.0,4.925619602203369,1.3309121131896973,4.925619602203369,1.3309121131896973,135.98780822753906,50.80635070800781,Test,11,0.038275227695703504,-0.0008777778595685931,0.0008777778595685931,7.704939707488208e-07,2.241916928521461,0.00029334657206480036,0.037748102098703384,0.03855494409799576,0.0008068419992923737,Q5
randomness_0.8198,0.8198,0.0088689627878828,121.0,253.0,0.03484848484848485,253.0,1.0,0.0,4.181818008422852,1.4083576202392578,4.181818008422852,1.4083576202392578,134.7509307861328,50.553287506103516,Test,11,0.009507053717970847,0.0006380909300880474,0.0006380909300880474,4.0716003506062937e-07,7.194651114782415,0.00038297590034559167,0.008875078521668911,0.009953616186976433,0.0010785376653075218,Q1
randomness_0.8288,0.8288,0.0182311497700486,121.0,262.0,0.03608815426997245,262.0,1.0,0.0,4.330578327178955,1.5287245512008667,4.330578327178955,1.5287245512008667,136.2380828857422,51.520179748535156,Test,11,0.014971981942653655,-0.0032591678273949445,0.0032591678273949445,1.0622174927126282e-05,17.876918727031313,0.00039002352346936955,0.014386020600795746,0.015542171895503998,0.001156151294708252,Q2
randomness_0.7077,0.7077,0.0159605205769277,121.0,264.0,0.03636363636363636,264.0,1.0,0.0,4.363636493682861,1.38468599319458,4.363636493682861,1.38468599319458,137.54461669921875,51.81951904296875,Test,11,0.015450374223291874,-0.000510146353635825,0.000510146353635825,2.602493021279282e-07,3.1963014688461056,0.0005048375493700112,0.015055947937071323,0.016447562724351883,0.0013916147872805595,Q2
randomness_0.9259,0.9259,0.0031234396846314,119.0,235.0,0.03347101552485401,235.0,1.0,0.0,3.9495797157287598,1.4886051416397095,3.9495797157287598,1.4886051416397095,136.2602081298828,50.57551956176758,Test,11,0.004071367392316461,0.0009479277076850606,0.0009479277076850606,8.985669389970537e-07,30.348839849517578,0.000550484966613694,0.0033861163537949324,0.005044777411967516,0.0016586610581725836,Q1
randomness_0.2142,0.2142,0.0330830454826355,121.0,295.0,0.040633608815427,295.0,1.0,0.0,4.876032829284668,1.3083977699279785,4.876032829284668,1.3083977699279785,136.0880889892578,50.892147064208984,Test,11,0.036232602596282956,0.0031495571136474568,0.0031495571136474568,9.9197100121273e-06,9.520154712783574,0.00032516559177189465,0.03581922873854637,0.03671404346823692,0.0008948147296905518,Q4
randomness_0.8008,0.8008,0.0076947686958493,121.0,247.0,0.03402203856749311,247.0,1.0,0.0,4.082644462585449,1.4635334014892578,4.082644462585449,1.4635334014892578,135.53744506835938,51.34438705444336,Test,11,0.007867242768406868,0.0001724740725575673,0.0001724740725575673,2.9747305704592995e-08,2.241445836449938,0.0002198057021939636,0.007471746299415827,0.008064455352723598,0.0005927090533077717,Q1
randomness_0.0460,0.046,0.0427741162478924,121.0,303.0,0.04173553719008265,303.0,1.0,0.0,5.008264541625977,1.3015938997268677,5.008264541625977,1.3015938997268677,135.96600341796875,50.85823440551758,Test,11,0.04071910604834557,-0.0020550101995468334,0.0020550101995468334,4.223066920241516e-06,4.804331169900183,0.00032559147956390277,0.04028192162513733,0.04104693979024887,0.0007650181651115417,Q5
randomness_0.4635,0.4635,0.0304585488629527,121.0,288.0,0.03966942148760331,288.0,1.0,0.0,4.760330677032471,1.219841480255127,4.760330677032471,1.219841480255127,136.9145965576172,51.230003356933594,Test,11,0.029339996725320817,-0.0011185521376318834,0.0011185521376318834,1.2511588846008559e-06,3.672375012561413,0.0004991741156287525,0.02876150980591774,0.03003876283764839,0.0012772530317306519,Q3
randomness_0.8098,0.8098,0.013010041902885,121.0,261.0,0.03595041322314049,261.0,1.0,0.0,4.31404972076416,1.2598901987075806,4.31404972076416,1.2598901987075806,136.57498168945312,52.07710647583008,Test,11,0.012309719994664192,-0.0007003219082208079,0.0007003219082208079,4.904507751340336e-07,5.382933532792928,0.0003164452655503985,0.01203385554254055,0.012911231257021427,0.0008773757144808769,Q2
randomness_0.8238,0.8238,0.0131171527427796,120.0,258.0,0.03613445378151261,258.0,1.0,0.0,4.300000190734863,1.2622731924057007,4.300000190734863,1.2622731924057007,135.87799072265625,49.776611328125,Test,11,0.012580368481576443,-0.0005367842612031565,0.0005367842612031565,2.881373430754186e-07,4.092231536288484,0.00038943916486374716,0.011830504052340984,0.012952851131558418,0.001122347079217434,Q2
randomness_0.2102,0.2102,0.038845494017005,121.0,298.0,0.04104683195592287,298.0,1.0,0.0,4.925619602203369,1.2409359216690063,4.925619602203369,1.2409359216690063,136.35546875,50.28927230834961,Test,11,0.03733121156692505,-0.0015142824500799512,0.0015142824500799512,2.29305133862014e-06,3.898219055772747,0.00042689999499329355,0.03688529133796692,0.03806381672620773,0.0011785253882408142,Q5
randomness_0.1542,0.1542,0.0324190760031342,121.0,291.0,0.04008264462809917,291.0,1.0,0.0,4.809917449951172,1.3503230810165405,4.809917449951172,1.3503230810165405,136.1207733154297,50.84959030151367,Test,11,0.03433934226632118,0.001920266263186983,0.001920266263186983,3.6874225215340995e-06,5.923260314394328,0.0003124625312845721,0.033915579319000244,0.034852296113967896,0.0009367167949676514,Q4
randomness_0.6076,0.6076,0.0174562502927984,121.0,269.0,0.03705234159779614,269.0,1.0,0.0,4.4462809562683105,1.259347915649414,4.4462809562683105,1.259347915649414,136.35336303710938,51.35699462890625,Test,11,0.017831751704216005,0.00037550141141760515,0.00037550141141760515,1.4100130997661357e-07,2.151100065129788,0.0003360900302644722,0.017397036775946617,0.01835014671087265,0.000953109934926033,Q2
randomness_0.6336,0.6336,0.0162219030741201,121.0,269.0,0.03705234159779614,269.0,1.0,0.0,4.4462809562683105,1.4935144186019897,4.4462809562683105,1.4935144186019897,135.94386291503906,49.930389404296875,Test,11,0.020049095526337622,0.003827192452217524,0.003827192452217524,1.4647402066310784e-05,23.592746391903326,0.0003002327636561247,0.019785549491643906,0.020586755126714706,0.0008012056350708008,Q2
randomness_0.4344,0.4344,0.0276398908346891,121.0,291.0,0.04008264462809917,291.0,1.0,0.0,4.809917449951172,1.3130875825881958,4.809917449951172,1.3130875825881958,136.19052124023438,50.98408889770508,Test,11,0.031541771814227106,0.003901880979538006,0.003901880979538006,1.522467517848047e-05,14.116846563811315,0.00025744054794161233,0.031129686161875725,0.03192000463604927,0.0007903184741735458,Q3
randomness_0.2713,0.2713,0.0369778361171484,121.0,298.0,0.04104683195592287,298.0,1.0,0.0,4.925619602203369,1.2802717685699463,4.925619602203369,1.2802717685699463,136.0689697265625,51.09134292602539,Test,11,0.03706512972712517,8.729360997676572e-05,8.729360997676572e-05,7.62017434277569e-09,0.23607008722796377,0.000231035985164837,0.036774903535842896,0.037456315010786057,0.000681411474943161,Q5
randomness_0.7007,0.7007,0.0174223064552859,120.0,256.0,0.035854341736694675,256.0,1.0,0.0,4.266666889190674,1.400793433189392,4.266666889190674,1.400793433189392,135.7541961669922,50.22926330566406,Test,11,0.013408791087567807,-0.004013515367718094,0.004013515367718094,1.6108305606909308e-05,23.036647748211315,0.0002928169366508493,0.01314480695873499,0.01395547203719616,0.0008106650784611702,Q2
randomness_0.1341,0.1341,0.03649667724967,121.0,301.0,0.04146005509641873,301.0,1.0,0.0,4.97520637512207,1.2495473623275757,4.97520637512207,1.2495473623275757,135.998779296875,50.719581604003906,Test,11,0.03913871049880981,0.002642033249139815,0.002642033249139815,6.980339689560287e-06,7.2391062645674245,0.00025740840111871104,0.03880365192890167,0.039575330913066864,0.0007716789841651917,Q5
randomness_0.7908,0.7908,0.0134968698156525,120.0,256.0,0.035854341736694675,256.0,1.0,0.0,4.266666889190674,1.4533486366271973,4.266666889190674,1.4533486366271973,135.79660034179688,51.3031005859375,Test,11,0.01361649390310049,0.00011962408744799029,0.00011962408744799029,1.4309922297764427e-08,0.8863098561509473,0.00040623106706820186,0.012913529761135578,0.014071153476834297,0.001157623715698719,Q2
randomness_0.6416,0.6416,0.0204515425036549,121.0,274.0,0.03774104683195592,274.0,1.0,0.0,4.52892541885376,1.2925366163253784,4.52892541885376,1.2925366163253784,137.38478088378906,50.02978515625,Test,11,0.021376382559537888,0.0009248400558829889,0.0009248400558829889,8.5532912896565e-07,4.522104167535092,0.0002446836343454812,0.02104547619819641,0.021714316681027412,0.0006688404828310013,Q2
randomness_0.6226,0.6226,0.0180038014426827,121.0,272.0,0.03746556473829201,272.0,1.0,0.0,4.495867729187012,1.2735320329666138,4.495867729187012,1.2735320329666138,135.5817413330078,51.68164825439453,Test,11,0.020519191399216652,0.0025153899565339526,0.0025153899565339526,6.3271866334318795e-06,13.971438001813139,0.00019663873364623955,0.020252706483006477,0.02072865515947342,0.00047594867646694183,Q2
randomness_0.4274,0.4274,0.0303518131375313,121.0,292.0,0.04022038567493113,292.0,1.0,0.0,4.826446056365967,1.2575569152832031,4.826446056365967,1.2575569152832031,136.4556121826172,51.158226013183594,Test,11,0.03163118064403534,0.00127936750650404,0.00127936750650404,1.636781216698365e-06,4.215127118458858,0.00017731862777776487,0.03142140060663223,0.03193565830588341,0.0005142576992511749,Q3
