Dataset,Sample_Index,Sample_ID,Actual_Stiffness,Ensemble_Mean,Ensemble_Median,Residual,Absolute_Error,Member_Count,Member_Std,Member_Standard_Error,Member_Min,Member_Max,Member_Range,Relative_Member_Std_Percent,Mean_CI_80_Lower,Mean_CI_80_Upper,Mean_CI_80_Half_Width,Actual_Within_Mean_CI_80,Mean_CI_90_Lower,Mean_CI_90_Upper,Mean_CI_90_Half_Width,Actual_Within_Mean_CI_90,Mean_CI_95_Lower,Mean_CI_95_Upper,Mean_CI_95_Half_Width,Actual_Within_Mean_CI_95,Member_Seed_11_Prediction,Member_Seed_11_Deviation,Member_Seed_42_Prediction,Member_Seed_42_Deviation,Member_Seed_73_Prediction,Member_Seed_73_Deviation,Member_Seed_101_Prediction,Member_Seed_101_Deviation,Member_Seed_202_Prediction,Member_Seed_202_Deviation
Validation,19,Validation_0019,0.00023737657465972006,0.0021753583336248995,0.0021247260738164186,0.0019379817589651794,0.0019379817589651794,5,0.0004153798561265928,0.00018576351895662879,0.0016782666789367795,0.0028226946014910936,0.0011444279225543141,19.09477853400025,0.0018905445408693288,0.0024601721263804704,0.0002848137927555707,False,0.0017793389727204809,0.0025713776945293183,0.0003960193609044186,False,0.0016595961206934489,0.00269112054655635,0.0005157622129314505,False,0.002216360764577985,4.1002430953085336e-05,0.0016782666789367795,-0.00049709165468812,0.0021247260738164186,-5.0632259808480826e-05,0.0020347435493022203,-0.00014061478432267913,0.0028226946014910936,0.0006473362678661942
Validation,20,Validation_0020,0.03453617915511131,0.03422388434410095,0.03421983867883682,-0.0003122948110103607,0.0003122948110103607,5,0.0005879169282724458,0.00026292444334801134,0.0335475355386734,0.03504076227545738,0.0014932267367839813,1.7178556424551004,0.033820766937956326,0.03462700175024558,0.00040311740614462616,True,0.03366336971450277,0.034784398973699136,0.0005605146295981811,True,0.03349388906033051,0.034953879627871394,0.000729995283770442,True,0.03504076227545738,0.00081687793135643,0.03380313888192177,-0.00042074546217918396,0.03421983867883682,-4.045665264129639e-06,0.0335475355386734,-0.0006763488054275513,0.03450814634561539,0.0002842620015144348
Validation,21,Validation_0021,0.03742935135960579,0.0368468850851059,0.0366375558078289,-0.0005824662744998918,0.0005824662744998918,5,0.00047512550941130206,0.0002124825873775775,0.03659137710928917,0.037692923098802567,0.0011015459895133972,1.2894590908129584,0.03652110544901032,0.037172664721201475,0.0003257796360955794,False,0.03639390476405464,0.03729986540615716,0.00045298032105126,False,0.03625693884544166,0.03743683132477014,0.0005899462396642386,True,0.0366041474044323,-0.00024273768067360063,0.03659137710928917,-0.00025550797581672807,0.0366375558078289,-0.00020932927727699419,0.036708422005176544,-0.0001384630799293532,0.037692923098802567,0.0008460380136966691
Validation,22,Validation_0022,0.024105340242385864,0.02553204521536827,0.025340773165225983,0.0014267049729824073,0.0014267049729824073,5,0.00039979245165136696,0.0001787926197567509,0.0251571424305439,0.026111410930752754,0.0009542685002088547,1.5658457764704394,0.025257919249001785,0.02580617118173476,0.00027412596636648543,False,0.02515088674352092,0.025913203687215624,0.000381158471847352,False,0.02503563732139915,0.026028453109337393,0.0004964078939691223,False,0.025340773165225983,-0.0001912720501422889,0.026111410930752754,0.0005793657153844826,0.02577689290046692,0.0002448476850986474,0.0251571424305439,-0.00037490278482437203,0.0252740066498518,-0.00025803856551647256
Validation,23,Validation_0023,0.03826320916414261,0.037926293164491656,0.03778805211186409,-0.0003369159996509524,0.0003369159996509524,5,0.0006058831058872995,0.0002709591622365409,0.03718036785721779,0.03881872072815895,0.0016383528709411621,1.5975278766619754,0.03751085687693684,0.038341729452046475,0.00041543628755481957,True,0.03734864974525193,0.038503936583731385,0.0005776434192397309,True,0.03717398992479152,0.038678596404191794,0.0007523032397001402,True,0.03881872072815895,0.0008924275636672946,0.03778805211186409,-0.00013824105262756625,0.03814170882105827,0.0002154156565666171,0.03718036785721779,-0.0007459253072738675,0.037702616304159164,-0.0002236768603324918
Validation,24,Validation_0024,0.03966414928436279,0.038350339978933334,0.03777022287249565,-0.0013138093054294586,0.0013138093054294586,5,0.0009306096317956465,0.00041618127944222306,0.03764099255204201,0.039727531373500824,0.0020865388214588165,2.426600734978752,0.03771224823014664,0.03898843172772003,0.0006380917487866947,False,0.03746310525582512,0.03923757470204155,0.0008872347231082163,False,0.03719483550275102,0.03950584445511565,0.0011555044761823174,False,0.039727531373500824,0.0013771913945674896,0.03777022287249565,-0.0005801171064376831,0.037704844027757645,-0.0006454959511756897,0.03764099255204201,-0.0007093474268913269,0.038908109068870544,0.0005577690899372101
Validation,25,Validation_0025,0.028685560449957848,0.029178912937641143,0.02937428094446659,0.0004933524876832955,0.0004933524876832955,5,0.0007178745388322023,0.00032104325362902335,0.027926156297326088,0.0297472532838583,0.0018210969865322113,2.460251142208028,0.028686687406932827,0.02967113846834946,0.0004922255307083152,False,0.02849449790912026,0.029863327966162027,0.0006844150285208847,True,0.028287553967546064,0.030070271907736222,0.0008913589700950774,True,0.0297472532838583,0.0005683403462171562,0.02949831262230873,0.000319399684667588,0.02934856154024601,0.00016964860260486672,0.027926156297326088,-0.0012527566403150552,0.02937428094446659,0.00019536800682544778
Validation,26,Validation_0026,0.014509797096252441,0.012803031131625175,0.012703776359558105,-0.001706765964627266,0.001706765964627266,5,0.0006103623438264008,0.0002729623383403862,0.01223885826766491,0.013649636879563332,0.0014107786118984222,4.7673268740144294,0.012384523561899896,0.013221538701350455,0.0004185075697252802,False,0.012221117247846016,0.013384945015404335,0.0005819138837791599,False,0.012045166183436665,0.013560896079813686,0.0007578649481885108,False,0.01223885826766491,-0.0005641728639602661,0.012703776359558105,-9.925477206707001e-05,0.013649636879563332,0.0008466057479381561,0.012248566374182701,-0.0005544647574424744,0.01317431777715683,0.00037128664553165436
Validation,27,Validation_0027,0.03371795266866684,0.032235853374004364,0.032295502722263336,-0.0014820992946624756,0.0014820992946624756,5,0.0004911341600693845,0.0002196418735974813,0.03147535026073456,0.03281025588512421,0.0013349056243896484,1.5235649398549655,0.031899097075358644,0.032572609672650084,0.00033675629864571966,False,0.03176761055163281,0.03270409619637592,0.00046824282237155454,False,0.03162602976915816,0.03284567697885057,0.0006098236048462006,False,0.03214908763766289,-8.676573634147644e-05,0.03244907036423683,0.00021321699023246765,0.032295502722263336,5.964934825897217e-05,0.03147535026073456,-0.0007605031132698059,0.03281025588512421,0.0005744025111198425
Validation,28,Validation_0028,0.042004600167274475,0.04029530063271523,0.040284253656864166,-0.0017092995345592485,0.0017092995345592485,5,0.00040756022859361204,0.00018226647521213399,0.03975902125239372,0.04082249477505684,0.0010634735226631165,1.0114336465893474,0.040015848529369374,0.04057475273606108,0.0002794521033458527,False,0.039906736433279154,0.0406838648321513,0.00038856419943607366,False,0.039789247769770844,0.04080135349565961,0.0005060528629443853,False,0.040284253656864166,-1.1046975851060348e-05,0.04008336737751961,-0.00021193325519561906,0.03975902125239372,-0.0005362793803215041,0.04052736610174179,0.00023206546902656416,0.04082249477505684,0.0005271941423416124
Validation,29,Validation_0029,0.03824209049344063,0.037486761808395386,0.03753962740302086,-0.0007553286850452423,0.0007553286850452423,5,0.00041503961852957903,0.000185611360077544,0.036901649087667465,0.038052745163440704,0.0011510960757732391,1.1071631650953335,0.03720218130658788,0.03777134231020289,0.0002845805018075041,False,0.03709106682690835,0.03788245678988242,0.0003956949814870307,False,0.03697142205623898,0.03800210156055179,0.0005153397521564032,False,0.03753962740302086,5.286559462547302e-05,0.0375770702958107,9.030848741531372e-05,0.0373627170920372,-0.00012404471635818481,0.036901649087667465,-0.0005851127207279205,0.038052745163440704,0.0005659833550453186
Validation,30,Validation_0030,0.03703572228550911,0.036509531736373904,0.03649916872382164,-0.0005261905491352054,0.0005261905491352054,5,0.00027639118607814445,0.00012360589609050488,0.03609006106853485,0.036776404827833176,0.0006863437592983246,0.7570384306046303,0.03632001840097726,0.03669904507177055,0.00018951333539663986,False,0.03624602290402234,0.03677304056872547,0.00026350883235156855,False,0.036166346751199833,0.036852716721547975,0.00034318498517407,False,0.036776404827833176,0.0002668730914592715,0.03609006106853485,-0.00041947066783905307,0.036441002041101456,-6.852969527244845e-05,0.03649916872382164,-1.0363012552264128e-05,0.036741022020578384,0.00023149028420448026
Validation,31,Validation_0031,0.018236614763736725,0.023488181829452514,0.023360159248113632,0.005251567065715789,0.005251567065715789,5,0.0005363676592268242,0.00023987090939272423,0.02296389825642109,0.02422327548265457,0.0012593772262334824,2.283563977498919,0.023120410246207364,0.023855953412697663,0.0003677715832451491,False,0.022976813802130385,0.023999549856774643,0.0005113680273221299,False,0.02282219341718974,0.02415417024171529,0.0006659884122627739,False,0.023844096809625626,0.00035591498017311166,0.023049479350447655,-0.00043870247900485923,0.023360159248113632,-0.00012802258133888175,0.02422327548265457,0.0007350936532020576,0.02296389825642109,-0.0005242835730314248
Validation,32,Validation_0032,0.0018202821956947446,0.004982893355190754,0.005030638538300991,0.0031626111594960093,0.0031626111594960093,5,0.0004807496911153085,0.0002149977978991713,0.004214142449200153,0.005529456771910191,0.0013153143227100372,9.64800281375688,0.004653257382542888,0.00531252932783862,0.0003296359726478661,False,0.0045245509906720995,0.005441235719709408,0.0004583423645186547,False,0.0043859637715852945,0.005579822938796213,0.0005969295836054597,False,0.0049771713092923164,-5.7220458984375e-06,0.005163057707250118,0.00018016435205936432,0.004214142449200153,-0.0007687509059906006,0.005529456771910191,0.0005465634167194366,0.005030638538300991,4.774518311023712e-05
Validation,33,Validation_0033,0.0034353111404925585,0.001583714020671323,0.0017324975924566388,-0.0018515971198212356,0.0018515971198212356,5,0.0007490120731277922,0.0003349683822963574,0.0003555092553142458,0.002220380352810025,0.0018648710974957794,47.29465442316994,0.001070138395323173,0.0020972896460194727,0.0005135756253481497,False,0.000869612751351797,0.002297815289990849,0.0007141012693195259,False,0.0006536926952485765,0.002513735346094069,0.0009300213254227464,False,0.0003555092553142458,-0.001228204765357077,0.0014809827553108335,-0.00010273126536048944,0.0017324975924566388,0.00014878357178531591,0.002220380352810025,0.0006366663321387023,0.0021292001474648714,0.0005454861267935485
Validation,34,Validation_0034,0.001963277580216527,0.0063040686771273615,0.006097727455198765,0.0043407910969108345,0.0043407910969108345,5,0.0010640323294947465,0.0004758497238015415,0.004946271888911724,0.007859115488827229,0.0029128435999155045,16.878501551788375,0.005574492895085623,0.0070336444591691,0.0007295757820417387,False,0.005289629972666621,0.0073185073815881015,0.0010144387044607398,False,0.004982898040668847,0.007625239313585876,0.0013211706364585143,False,0.007859115488827229,0.001555046811699867,0.004946271888911724,-0.0013577967882156374,0.006097727455198765,-0.00020634122192859667,0.005973757244646549,-0.00033031143248081225,0.00664347130805254,0.00033940263092517835
Validation,35,Validation_0035,0.041175443679094315,0.040976033359766004,0.040986139327287674,-0.00019941031932831088,0.00019941031932831088,5,0.0002492524725361778,0.0001114690944301586,0.04061107337474823,0.041238121688365936,0.0006270483136177063,0.6082884361884491,0.04080512824482201,0.041146938474709994,0.00017090511494398795,False,0.040738398329030326,0.04121366839050168,0.00023763503073567538,True,0.04066654553815456,0.041285521181377446,0.00030948782161144506,True,0.04061107337474823,-0.0003649599850177737,0.040986139327287674,1.0105967521670256e-05,0.04087712988257408,-9.890347719192227e-05,0.041238121688365936,0.0002620883285999326,0.04116770252585411,0.00019166916608810702
Validation,36,Validation_0036,0.022588521242141724,0.017824741452932356,0.01802484691143036,-0.004763779789209367,0.004763779789209367,5,0.0004335478867133061,0.00019388850923846604,0.01716889999806881,0.018265923485159874,0.0010970234870910645,2.432281488391423,0.017527470374100004,0.01812201253176471,0.0002972710788323515,False,0.017411400857606667,0.018238082048258046,0.00041334059532568864,False,0.01728642065050312,0.018363062255361592,0.0005383208024292372,False,0.01802484691143036,0.00020010545849800249,0.018265923485159874,0.00044118203222751756,0.01716889999806881,-0.0006558414548635469,0.017623526975512505,-0.00020121447741985182,0.018040509894490242,0.0002157684415578856
Validation,37,Validation_0037,0.019114641472697258,0.022374022379517557,0.022227419540286064,0.0032593809068202986,0.0032593809068202986,5,0.000632478159205744,0.0002828528316535956,0.02159460447728634,0.02332417108118534,0.001729566603899002,2.8268415418443054,0.021940350643390925,0.02280769411564419,0.0004336717361266308,False,0.021771023479353446,0.022977021279681667,0.0006029989001641104,False,0.021588697019581594,0.02315934773945352,0.0007853253599359625,False,0.02159460447728634,-0.0007794179022312178,0.02332417108118534,0.0009501487016677843,0.022546425461769104,0.00017240308225154738,0.02217749133706093,-0.00019653104245662828,0.022227419540286064,-0.00014660283923149248
Validation,38,Validation_0038,0.020693402737379074,0.021136625111103056,0.021434200927615166,0.0004432223737239824,0.0004432223737239824,5,0.0006700750411021237,0.00029966666838606283,0.020067473873496056,0.021750589832663536,0.0016831159591674805,3.1702082881251163,0.020677174295007206,0.021596075927198907,0.0004594508160958523,True,0.020497781687135015,0.021775468535071098,0.0006388434239680417,True,0.02030461705647164,0.021968633165734473,0.0008320080546314161,True,0.02091963216662407,-0.00021699294447898726,0.021750589832663536,0.0006139647215604796,0.021511228755116463,0.00037460364401340623,0.020067473873496056,-0.0010691512376070009,0.021434200927615166,0.00029757581651210924
Validation,39,Validation_0039,4.015073955088155e-06,1.3757811393588781e-05,-0.0002243377675767988,9.742737438500626e-06,9.742737438500626e-06,5,0.0006926178511293343,0.00030974811951100416,-0.0008455076022073627,0.0008420284138992429,0.0016875360161066055,5034.360708361638,-0.00046114994881864214,0.0004886655716058197,0.00047490776021223095,True,-0.0006465777217566683,0.0006740933445438459,0.0006603355331502571,True,-0.0008462408388669615,0.0008737564616541391,0.0008599986502605503,True,-0.0008455076022073627,-0.0008592654136009515,-0.0002998121490236372,-0.000313569960417226,-0.0002243377675767988,-0.00023809557897038757,0.0008420284138992429,0.0008282706025056541,0.0005964181618764997,0.0005826603504829108
Validation,40,Validation_0040,0.032286640256643295,0.0332972064614296,0.03319235146045685,0.0010105662047863034,0.0010105662047863034,5,0.0005876793336062998,0.0002628181877830926,0.0325004905462265,0.034111883491277695,0.0016113929450511932,1.764950865433857,0.032894251966983756,0.03370016095587544,0.000402954494445839,False,0.03273691835241602,0.03385749457044318,0.0005602881090135797,False,0.03256750619040227,0.034026906732456924,0.0007297002710273233,False,0.034111883491277695,0.000814677029848096,0.03352537378668785,0.00022816732525825223,0.0325004905462265,-0.0007967159152030973,0.033155933022499084,-0.00014127343893051425,0.03319235146045685,-0.00010485500097275058
Validation,41,Validation_0041,0.01154995709657669,0.01001257672905922,0.010174745693802834,-0.001537380367517471,0.001537380367517471,5,0.000693432897807987,0.0003101126194666648,0.008876695297658443,0.010630528442561626,0.001753833144903183,6.925618814939577,0.009537110115228075,0.010488043342890364,0.000475466613831144,False,0.00935146413784987,0.010673689320268569,0.0006611125912093483,False,0.00915156606468093,0.010873587393437509,0.0008610106643782891,False,0.008876695297658443,-0.0011358814314007763,0.010174745693802834,0.00016216896474361385,0.010630528442561626,0.0006179517135024067,0.01047481968998909,0.00046224296092987026,0.009906094521284103,-0.00010648220777511631
