Dataset,Sample_Index,Sample_ID,Member_Seed,Member_Prediction,Ensemble_Mean,Signed_Deviation,Absolute_Deviation,Standardized_Deviation
Validation,19,Validation_0019,11,0.002216360764577985,0.0021753583336248995,4.1002430953085336e-05,4.1002430953085336e-05,0.09871068697320091
Validation,20,Validation_0020,11,0.03504076227545738,0.03422388434410095,0.00081687793135643,0.00081687793135643,1.3894444811391478
Validation,21,Validation_0021,11,0.0366041474044323,0.0368468850851059,-0.00024273768067360063,0.00024273768067360063,-0.5108917030667571
Validation,22,Validation_0022,11,0.025340773165225983,0.02553204521536827,-0.0001912720501422889,0.0001912720501422889,-0.47842836789996435
Validation,23,Validation_0023,11,0.03881872072815895,0.037926293164491656,0.0008924275636672946,0.0008924275636672946,1.472936866857112
Validation,24,Validation_0024,11,0.039727531373500824,0.038350339978933334,0.0013771913945674896,0.0013771913945674896,1.479880873261699
Validation,25,Validation_0025,11,0.0297472532838583,0.029178912937641143,0.0005683403462171562,0.0005683403462171562,0.7916987098354262
Validation,26,Validation_0026,11,0.01223885826766491,0.012803031131625175,-0.0005641728639602661,0.0005641728639602661,-0.9243244929289546
Validation,27,Validation_0027,11,0.03214908763766289,0.032235853374004364,-8.676573634147644e-05,8.676573634147644e-05,-0.17666402257423655
Validation,28,Validation_0028,11,0.040284253656864166,0.04029530063271523,-1.1046975851060348e-05,1.1046975851060348e-05,-0.02710513704730387
Validation,29,Validation_0029,11,0.03753962740302086,0.037486761808395386,5.286559462547302e-05,5.286559462547302e-05,0.12737481499421097
Validation,30,Validation_0030,11,0.036776404827833176,0.036509531736373904,0.0002668730914592715,0.0002668730914592715,0.9655629589570853
Validation,31,Validation_0031,11,0.023844096809625626,0.023488181829452514,0.00035591498017311166,0.00035591498017311166,0.6635653251095793
Validation,32,Validation_0032,11,0.0049771713092923164,0.004982893355190754,-5.7220458984375e-06,5.7220458984375e-06,-0.011902339209335153
Validation,33,Validation_0033,11,0.0003555092553142458,0.001583714020671323,-0.001228204765357077,0.001228204765357077,-1.639766312748777
Validation,34,Validation_0034,11,0.007859115488827229,0.0063040686771273615,0.001555046811699867,0.001555046811699867,1.461465754934606
Validation,35,Validation_0035,11,0.04061107337474823,0.040976033359766004,-0.0003649599850177737,0.0003649599850177737,-1.4642181130813114
Validation,36,Validation_0036,11,0.01802484691143036,0.017824741452932356,0.00020010545849800249,0.00020010545849800249,0.4615533015625723
Validation,37,Validation_0037,11,0.02159460447728634,0.022374022379517557,-0.0007794179022312178,0.0007794179022312178,-1.2323238216004144
Validation,38,Validation_0038,11,0.02091963216662407,0.021136625111103056,-0.00021699294447898726,0.00021699294447898726,-0.3238337964686498
Validation,39,Validation_0039,11,-0.0008455076022073627,1.3757811393588781e-05,-0.0008592654136009515,0.0008592654136009515,-1.2406053528650658
Validation,40,Validation_0040,11,0.034111883491277695,0.0332972064614296,0.000814677029848096,0.000814677029848096,1.3862611517216756
Validation,41,Validation_0041,11,0.008876695297658443,0.01001257672905922,-0.0011358814314007763,0.0011358814314007763,-1.6380552970466424
Validation,42,Validation_0042,11,0.03809410706162453,0.03794778361916542,0.00014632344245910783,0.00014632344245910783,0.5326480899256018
Validation,43,Validation_0043,11,0.009704667143523693,0.010345926694571971,-0.0006412595510482781,0.0006412595510482781,-1.258750952993429
Validation,44,Validation_0044,11,0.012353863567113876,0.012356753461062908,-2.88989394903183e-06,2.88989394903183e-06,-0.01336767843470866
Validation,45,Validation_0045,11,0.03416184335947037,0.03387839794158935,0.00028344541788101474,0.00028344541788101474,0.7017083490474398
Validation,46,Validation_0046,11,0.027633143588900566,0.027379701286554335,0.00025344230234623094,0.00025344230234623094,0.41599622665225805
Validation,47,Validation_0047,11,0.02616969682276249,0.02547423392534256,0.0006954628974199309,0.0006954628974199309,0.665926705944288
Validation,48,Validation_0048,11,0.029811380431056023,0.028696279972791672,0.0011151004582643509,0.0011151004582643509,1.2152994551471625
Validation,49,Validation_0049,11,0.038027673959732056,0.038363897055387494,-0.0003362230956554385,0.0003362230956554385,-0.5825911794444288
Validation,50,Validation_0050,11,0.03504910692572594,0.0345132552087307,0.0005358517169952379,0.0005358517169952379,1.0561644077815557
Validation,51,Validation_0051,11,0.018033457919955254,0.0188982006162405,-0.0008647426962852464,0.0008647426962852464,-1.2697892182397927
Validation,52,Validation_0052,11,0.03488772734999657,0.034501857310533526,0.00038587003946304044,0.00038587003946304044,0.8638819487164644
Validation,53,Validation_0053,11,0.004390045069158077,0.003757676435634494,0.0006323686335235833,0.0006323686335235833,1.1379541346071878
Validation,54,Validation_0054,11,0.007580016739666462,0.00646426435559988,0.0011157523840665817,0.0011157523840665817,0.962351848390952
Validation,55,Validation_0055,11,0.008220667950809002,0.00895572230219841,-0.0007350543513894078,0.0007350543513894078,-1.1910117660056347
Validation,56,Validation_0056,11,0.029999153688549995,0.03077784962952137,-0.0007786959409713731,0.0007786959409713731,-1.5174717556403958
Validation,57,Validation_0057,11,0.013448771089315414,0.014847618900239468,-0.0013988478109240535,0.0013988478109240535,-1.3970477732747433
Validation,58,Validation_0058,11,0.0030948196072131395,0.0038668624125421046,-0.0007720428053289651,0.0007720428053289651,-0.7417963226775219
Validation,59,Validation_0059,11,0.025052718818187714,0.02508586533367634,-3.314651548862527e-05,3.314651548862527e-05,-0.1196580545654022
Validation,60,Validation_0060,11,0.03047567419707775,0.02949203662574291,0.0009836375713348396,0.0009836375713348396,1.7754661398768878
Validation,61,Validation_0061,11,0.024970483034849167,0.024500950053334237,0.00046953298151493003,0.00046953298151493003,0.893522673008056
Validation,62,Validation_0062,11,0.012420857325196266,0.012084842845797538,0.0003360144793987281,0.0003360144793987281,1.3194703920227102
Validation,63,Validation_0063,11,0.026325298473238945,0.025374581292271613,0.0009507171809673316,0.0009507171809673316,1.4608363301185916
Validation,64,Validation_0064,11,0.03892983868718147,0.03892544135451317,4.397332668305831e-06,4.397332668305831e-06,0.013097379080455602
Validation,65,Validation_0065,11,0.035535749047994614,0.03540821447968483,0.0001275345683097867,0.0001275345683097867,0.27201676316725887
Validation,66,Validation_0066,11,0.003743806155398488,0.005764315882697701,-0.0020205097272992132,0.0020205097272992132,-1.6320279073329906
Validation,67,Validation_0067,11,0.022512350231409073,0.022169039025902747,0.00034331120550632616,0.00034331120550632616,0.8671194156604357
Validation,68,Validation_0068,11,0.03582721948623657,0.034751095622777936,0.0010761238634586362,0.0010761238634586362,1.2529456773114316
Validation,69,Validation_0069,11,0.03367651626467705,0.03448900431394577,-0.0008124880492687211,0.0008124880492687211,-1.4263057806073596
Validation,70,Validation_0070,11,0.03269987553358078,0.03184767812490463,0.0008521974086761475,0.0008521974086761475,1.2523383943802773
Validation,71,Validation_0071,11,0.018581144511699677,0.019040195271372795,-0.0004590507596731186,0.0004590507596731186,-0.6527005962327268
Validation,72,Validation_0072,11,0.031139958649873734,0.03144628033041954,-0.0003063216805458055,0.0003063216805458055,-0.8420410909234611
Validation,73,Validation_0073,11,0.036983367055654526,0.03691612482070923,6.724223494529447e-05,6.724223494529447e-05,0.3014790033425191
Validation,74,Validation_0074,11,0.022789500653743744,0.022393527254462243,0.0003959733992815011,0.0003959733992815011,0.6226691676870761
Validation,75,Validation_0075,11,0.017912808805704117,0.016852616518735885,0.001060192286968232,0.001060192286968232,1.6759910290461628
Validation,76,Validation_0076,11,0.009251165203750134,0.008688789792358875,0.0005623754113912582,0.0005623754113912582,0.5967794934195372
Validation,77,Validation_0077,11,0.026829805225133896,0.026292648166418076,0.0005371570587158203,0.0005371570587158203,0.8557594160885765
Validation,78,Validation_0078,11,0.01849418506026268,0.01730031594634056,0.0011938691139221184,0.0011938691139221184,1.4771304359178992
Validation,79,Validation_0079,11,0.034506771713495255,0.034759768098592755,-0.0002529963850975009,0.0002529963850975009,-0.44308328634722105
Validation,80,Validation_0080,11,0.008025058545172215,0.009025274775922298,-0.001000216230750084,0.001000216230750084,-1.5477031692221088
Validation,81,Validation_0081,11,0.03498956561088562,0.034792707115411756,0.00019685849547386447,0.00019685849547386447,0.524860156157812
Validation,82,Validation_0082,11,0.03437867760658264,0.03463271036744118,-0.00025403276085853715,0.00025403276085853715,-1.0133014146382902
Validation,83,Validation_0083,11,0.01975581981241703,0.020125867053866386,-0.0003700472414493554,0.0003700472414493554,-0.7709180947933053
Validation,84,Validation_0084,11,0.03606010600924492,0.03609190732240677,-3.180131316184859e-05,3.180131316184859e-05,-0.10915745378948061
Validation,85,Validation_0085,11,0.03600992634892464,0.03569791093468666,0.0003120154142379761,0.0003120154142379761,0.9002185027016337
Validation,86,Validation_0086,11,0.0022971436847001314,0.002414542459882796,-0.00011739877518266448,0.00011739877518266448,-0.1485081040106528
Validation,87,Validation_0087,11,0.03791237995028496,0.038221660256385806,-0.0003092803061008481,0.0003092803061008481,-1.1416378165536714
Validation,88,Validation_0088,11,0.01156616397202015,0.013327951170504093,-0.0017617871984839436,0.0017617871984839436,-1.3885152535933496
Validation,89,Validation_0089,11,0.03551375865936279,0.03520264849066734,0.00031111016869544983,0.00031111016869544983,0.929370319950452
Validation,90,Validation_0090,11,0.036733850836753845,0.036177683621644974,0.0005561672151088715,0.0005561672151088715,1.052785519098886
Validation,91,Validation_0091,11,0.03811018541455269,0.03793270140886307,0.00017748400568962097,0.00017748400568962097,0.3653718490597886
Validation,92,Validation_0092,11,0.026037074625492096,0.025415168330073356,0.00062190629541874,0.00062190629541874,1.3241778804642956
Validation,93,Validation_0093,11,0.011456385254859924,0.011023933999240398,0.0004324512556195259,0.0004324512556195259,0.7769975919998839
Validation,94,Validation_0094,11,0.023487165570259094,0.023253358155488967,0.00023380741477012704,0.00023380741477012704,0.42484583483906635
Validation,95,Validation_0095,11,0.026012711226940155,0.0242240022867918,0.001788708940148355,0.001788708940148355,1.781093547690964
Validation,96,Validation_0096,11,0.0072632478550076485,0.008028856106102466,-0.0007656082510948178,0.0007656082510948178,-1.0280965496497716
Validation,97,Validation_0097,11,0.03018229827284813,0.029190929606556892,0.0009913686662912369,0.0009913686662912369,1.3455595642937876
Validation,98,Validation_0098,11,0.014144502580165863,0.015065626055002213,-0.0009211234748363502,0.0009211234748363502,-1.4410854045600425
Validation,99,Validation_0099,11,0.010892277583479881,0.010699798725545407,0.0001924788579344746,0.0001924788579344746,0.23185319572101123
Validation,0,Validation_0000,42,0.027848396450281143,0.027684395015239716,0.00016400143504142692,0.00016400143504142692,1.1308981858447897
Validation,1,Validation_0001,42,0.021998438984155655,0.023150017857551573,-0.0011515788733959184,0.0011515788733959184,-1.4458138677216026
Validation,2,Validation_0002,42,0.017197823151946068,0.017388030886650085,-0.00019020773470401764,0.00019020773470401764,-0.6892632673314998
Validation,3,Validation_0003,42,0.0033250257838517427,0.0035905908793210984,-0.00026556509546935567,0.00026556509546935567,-0.7207470778654781
Validation,4,Validation_0004,42,0.0025263812858611345,0.003029663092456758,-0.0005032818065956236,0.0005032818065956236,-0.46056340307464155
Validation,5,Validation_0005,42,0.009634548798203468,0.0084675844758749,0.0011669643223285679,0.0011669643223285679,1.3441064026735197
Validation,6,Validation_0006,42,0.012922551482915878,0.011850211769342422,0.0010723397135734558,0.0010723397135734558,1.2737860503244565
Validation,7,Validation_0007,42,0.024142799898982048,0.0243849728256464,-0.00024217292666435172,0.00024217292666435172,-0.6432561683215601
Validation,8,Validation_0008,42,0.0001656945387367159,0.0005515243334230036,-0.00038582979468628766,0.00038582979468628766,-0.923577701787059
Validation,9,Validation_0009,42,0.006978199817240238,0.007669552974402904,-0.0006913531571626661,0.0006913531571626661,-0.9945534600266357
Validation,10,Validation_0010,42,0.03322664648294449,0.033912298083305356,-0.0006856516003608676,0.0006856516003608676,-1.052289710332849
Validation,11,Validation_0011,42,0.02736581861972809,0.027433013916015624,-6.719529628753523e-05,6.719529628753523e-05,-0.1707221880489029
Validation,12,Validation_0012,42,0.020993346348404884,0.020901021361351014,9.232498705387046e-05,9.232498705387046e-05,0.3780952739176083
Validation,13,Validation_0013,42,0.032477907836437225,0.03198819383978844,0.0004897139966487871,0.0004897139966487871,0.9499649767243729
Validation,14,Validation_0014,42,0.03890161216259003,0.03927094340324402,-0.0003693312406539903,0.0003693312406539903,-0.7218163463605571
Validation,15,Validation_0015,42,0.03801049664616585,0.03824126496911049,-0.0002307683229446425,0.0002307683229446425,-0.4321891215222968
Validation,16,Validation_0016,42,0.022192753851413727,0.021469100192189217,0.0007236536592245095,0.0007236536592245095,0.7461808505371257
Validation,17,Validation_0017,42,0.03490201011300087,0.035247181355953214,-0.000345171242952344,0.000345171242952344,-0.8677095134175109
Validation,18,Validation_0018,42,0.01760614849627018,0.017688215151429175,-8.20666551589952e-05,8.20666551589952e-05,-0.16805290389819805
Validation,19,Validation_0019,42,0.0016782666789367795,0.0021753583336248995,-0.00049709165468812,0.00049709165468812,-1.1967158429960656
Validation,20,Validation_0020,42,0.03380313888192177,0.03422388434410095,-0.00042074546217918396,0.00042074546217918396,-0.715654613680739
Validation,21,Validation_0021,42,0.03659137710928917,0.0368468850851059,-0.00025550797581672807,0.00025550797581672807,-0.5377694330353086
Validation,22,Validation_0022,42,0.026111410930752754,0.02553204521536827,0.0005793657153844826,0.0005793657153844826,1.4491662186001197
Validation,23,Validation_0023,42,0.03778805211186409,0.037926293164491656,-0.00013824105262756625,0.00013824105262756625,-0.228164560596414
Validation,24,Validation_0024,42,0.03777022287249565,0.038350339978933334,-0.0005801171064376831,0.0005801171064376831,-0.6233732024869818
Validation,25,Validation_0025,42,0.02949831262230873,0.029178912937641143,0.000319399684667588,0.000319399684667588,0.4449241021797058
Validation,26,Validation_0026,42,0.012703776359558105,0.012803031131625175,-9.925477206707001e-05,9.925477206707001e-05,-0.16261614608272762
Validation,27,Validation_0027,42,0.03244907036423683,0.032235853374004364,0.00021321699023246765,0.00021321699023246765,0.4341318677616431
Validation,28,Validation_0028,42,0.04008336737751961,0.04029530063271523,-0.00021193325519561906,0.00021193325519561906,-0.5200047510203523
Validation,29,Validation_0029,42,0.0375770702958107,0.037486761808395386,9.030848741531372e-05,9.030848741531372e-05,0.2175900405249568
Validation,30,Validation_0030,42,0.03609006106853485,0.036509531736373904,-0.00041947066783905307,0.00041947066783905307,-1.5176702042895664
Validation,31,Validation_0031,42,0.023049479350447655,0.023488181829452514,-0.00043870247900485923,0.00043870247900485923,-0.8179137415504326
Validation,32,Validation_0032,42,0.005163057707250118,0.004982893355190754,0.00018016435205936432,0.00018016435205936432,0.37475708334080166
Validation,33,Validation_0033,42,0.0014809827553108335,0.001583714020671323,-0.00010273126536048944,0.00010273126536048944,-0.13715568686562682
Validation,34,Validation_0034,42,0.004946271888911724,0.0063040686771273615,-0.0013577967882156374,0.0013577967882156374,-1.276086027254815
Validation,35,Validation_0035,42,0.040986139327287674,0.040976033359766004,1.0105967521670256e-05,1.0105967521670256e-05,0.040545104402939965
Validation,36,Validation_0036,42,0.018265923485159874,0.017824741452932356,0.00044118203222751756,0.00044118203222751756,1.0176085404823108
Validation,37,Validation_0037,42,0.02332417108118534,0.022374022379517557,0.0009501487016677843,0.0009501487016677843,1.5022632605384603
Validation,38,Validation_0038,42,0.021750589832663536,0.021136625111103056,0.0006139647215604796,0.0006139647215604796,0.9162626331382898
Validation,39,Validation_0039,42,-0.0002998121490236372,1.3757811393588781e-05,-0.000313569960417226,0.000313569960417226,-0.452731560276624
Validation,40,Validation_0040,42,0.03352537378668785,0.0332972064614296,0.00022816732525825223,0.00022816732525825223,0.3882514021007022
Validation,41,Validation_0041,42,0.010174745693802834,0.01001257672905922,0.00016216896474361385,0.00016216896474361385,0.23386396182852975
Validation,42,Validation_0042,42,0.03764299303293228,0.03794778361916542,-0.00030479058623313765,0.00030479058623313765,-1.109501805425027
Validation,43,Validation_0043,42,0.010720513761043549,0.010345926694571971,0.0003745870664715774,0.0003745870664715774,0.735290142859194
Validation,44,Validation_0044,42,0.012433389201760292,0.012356753461062908,7.663574069738388e-05,7.663574069738388e-05,0.35449118767543397
Validation,45,Validation_0045,42,0.03395259380340576,0.03387839794158935,7.419586181640903e-05,7.419586181640903e-05,0.1836821215547038
Validation,46,Validation_0046,42,0.028173843398690224,0.027379701286554335,0.0007941421121358885,0.0007941421121358885,1.303492428122258
Validation,47,Validation_0047,42,0.02675730176270008,0.02547423392534256,0.0012830678373575224,0.0012830678373575224,1.2285761635945898
Validation,48,Validation_0048,42,0.029251160100102425,0.028696279972791672,0.0005548801273107529,0.0005548801273107529,0.6047396998135595
Validation,49,Validation_0049,42,0.03885996341705322,0.038363897055387494,0.0004960663616657285,0.0004960663616657285,0.8595598888355802
Validation,50,Validation_0050,42,0.03421124815940857,0.0345132552087307,-0.0003020070493221297,0.0003020070493221297,-0.5952562738471114
Validation,51,Validation_0051,42,0.01896286942064762,0.0188982006162405,6.466880440712114e-05,6.466880440712114e-05,0.09495975039207903
Validation,52,Validation_0052,42,0.03436934947967529,0.034501857310533526,-0.00013250783085823337,0.00013250783085823337,-0.2966571939643078
Validation,53,Validation_0053,42,0.0029220760334283113,0.003757676435634494,-0.0008356004022061826,0.0008356004022061826,-1.503671880864238
Validation,54,Validation_0054,42,0.005218946374952793,0.00646426435559988,-0.001245317980647087,0.001245317980647087,-1.0741039657403917
Validation,55,Validation_0055,42,0.009426071308553219,0.00895572230219841,0.00047034900635480915,0.00047034900635480915,0.7621085429108164
Validation,56,Validation_0056,42,0.03135032206773758,0.03077784962952137,0.0005724724382162108,0.0005724724382162108,1.1155968718573652
Validation,57,Validation_0057,42,0.016064949333667755,0.014847618900239468,0.0012173304334282872,0.0012173304334282872,1.215763972377478
Validation,58,Validation_0058,42,0.0024741843808442354,0.0038668624125421046,-0.0013926780316978692,0.0013926780316978692,-1.3381167928209046
Validation,59,Validation_0059,42,0.025258056819438934,0.02508586533367634,0.00017219148576259544,0.00017219148576259544,0.6216067630441858
Validation,60,Validation_0060,42,0.029247060418128967,0.02949203662574291,-0.0002449762076139443,0.0002449762076139443,-0.44218213534052647
Validation,61,Validation_0061,42,0.023828309029340744,0.024500950053334237,-0.0006726410239934928,0.0006726410239934928,-1.2800378874224634
Validation,62,Validation_0062,42,0.01196339912712574,0.012084842845797538,-0.00012144371867179801,0.00012144371867179801,-0.47688835127376833
Validation,63,Validation_0063,42,0.02571936883032322,0.025374581292271613,0.0003447875380516059,0.0003447875380516059,0.5297875875614785
Validation,64,Validation_0064,42,0.03862984851002693,0.03892544135451317,-0.0002955928444862352,0.0002955928444862352,-0.8804181602202864
Validation,65,Validation_0065,42,0.035666272044181824,0.03540821447968483,0.0002580575644969968,0.0002580575644969968,0.5504075039074133
Validation,66,Validation_0066,42,0.006851955316960812,0.005764315882697701,0.0010876394342631103,0.0010876394342631103,0.878519853604445
Validation,67,Validation_0067,42,0.022276530042290688,0.022169039025902747,0.00010749101638794084,0.00010749101638794084,0.271495791061035
Validation,68,Validation_0068,42,0.033954277634620667,0.034751095622777936,-0.0007968179881572696,0.0007968179881572696,-0.9277460409221912
Validation,69,Validation_0069,42,0.03466677665710449,0.03448900431394577,0.0001777723431587233,0.0001777723431587233,0.3120756310294244
Validation,70,Validation_0070,42,0.031164180487394333,0.03184767812490463,-0.0006834976375102997,0.0006834976375102997,-1.0044272902121059
Validation,71,Validation_0071,42,0.02001798152923584,0.019040195271372795,0.0009777862578630447,0.0009777862578630447,1.3902638434795913
Validation,72,Validation_0072,42,0.03130686283111572,0.03144628033041954,-0.00013941749930381636,0.00013941749930381636,-0.38324177054144826
Validation,73,Validation_0073,42,0.036907270550727844,0.03691612482070923,-8.854269981387053e-06,8.854269981387053e-06,-0.03969791443556047
Validation,74,Validation_0074,42,0.023228202015161514,0.022393527254462243,0.0008346747606992715,0.0008346747606992715,1.3125281634500572
Validation,75,Validation_0075,42,0.01664421148598194,0.016852616518735885,-0.0002084050327539437,0.0002084050327539437,-0.3294543542686116
Validation,76,Validation_0076,42,0.007253739051520824,0.008688789792358875,-0.0014350507408380508,0.0014350507408380508,-1.5228419251652505
Validation,77,Validation_0077,42,0.026891034096479416,0.026292648166418076,0.0005983859300613403,0.0005983859300613403,0.9533047845059079
Validation,78,Validation_0078,42,0.016323870047926903,0.01730031594634056,-0.0009764458984136588,0.0009764458984136588,-1.2081206714826722
Validation,79,Validation_0079,42,0.03457203879952431,0.034759768098592755,-0.00018772929906844815,0.00018772929906844815,-0.328778273819415
Validation,80,Validation_0080,42,0.009244636632502079,0.009025274775922298,0.00021936185657978058,0.00021936185657978058,0.33943364464338716
Validation,81,Validation_0081,42,0.03457754850387573,0.034792707115411756,-0.00021515861153602323,0.00021515861153602323,-0.573651557062153
Validation,82,Validation_0082,42,0.03465737774968147,0.03463271036744118,2.4667382240294022e-05,2.4667382240294022e-05,0.09839476308109948
Validation,83,Validation_0083,42,0.02080659568309784,0.020125867053866386,0.0006807286292314536,0.0006807286292314536,1.4181595189385914
Validation,84,Validation_0084,42,0.03627081587910652,0.03609190732240677,0.0001789085566997542,0.0001789085566997542,0.6141005061993757
Validation,85,Validation_0085,42,0.035423241555690765,0.03569791093468666,-0.0002746693789958954,0.0002746693789958954,-0.7924687237056947
Validation,86,Validation_0086,42,0.0010972461896017194,0.002414542459882796,-0.0013172962702810765,0.0013172962702810765,-1.6663646721642664
Validation,87,Validation_0087,42,0.03830990195274353,0.038221660256385806,8.824169635772428e-05,8.824169635772428e-05,0.32572412653386257
Validation,88,Validation_0088,42,0.013047258369624615,0.013327951170504093,-0.0002806928008794781,0.0002806928008794781,-0.22122208398970167
Validation,89,Validation_0089,42,0.03475179895758629,0.03520264849066734,-0.0004508495330810547,0.0004508495330810547,-1.3468096416328417
Validation,90,Validation_0090,42,0.03662331402301788,0.036177683621644974,0.00044563040137290955,0.00044563040137290955,0.843547085643632
Validation,91,Validation_0091,42,0.03800179064273834,0.03793270140886307,6.908923387527466e-05,6.908923387527466e-05,0.14222837169495706
Validation,92,Validation_0092,42,0.02548455260694027,0.025415168330073356,6.938427686691354e-05,6.938427686691354e-05,0.14773467539400773
Validation,93,Validation_0093,42,0.010300970636308193,0.011023933999240398,-0.0007229633629322052,0.0007229633629322052,-1.2989690394070346
Validation,94,Validation_0094,42,0.0234665647149086,0.023253358155488967,0.00021320655941963265,0.00021320655941963265,0.38741251563323814
Validation,95,Validation_0095,42,0.023913338780403137,0.0242240022867918,-0.00031066350638866286,0.00031066350638866286,-0.3093408627375708
Validation,96,Validation_0096,42,0.008242965675890446,0.008028856106102466,0.00021410956978797947,0.00021410956978797947,0.28751689866356595
Validation,97,Validation_0097,42,0.028321467339992523,0.029190929606556892,-0.0008694622665643692,0.0008694622665643692,-1.1800990976898127
Validation,98,Validation_0098,42,0.014744403772056103,0.015065626055002213,-0.00032122228294611047,0.00032122228294611047,-0.5025479821316441
Validation,99,Validation_0099,42,0.009343178942799568,0.010699798725545407,-0.0013566197827458385,0.0013566197827458385,-1.6341360052907423
Validation,0,Validation_0000,73,0.027459947392344475,0.027684395015239716,-0.00022444762289524148,0.00022444762289524148,-1.5477145641151677
Validation,1,Validation_0001,73,0.02284797839820385,0.023150017857551573,-0.0003020394593477235,0.0003020394593477235,-0.3792122702253993
Validation,2,Validation_0002,73,0.017484627664089203,0.017388030886650085,9.659677743911743e-05,9.659677743911743e-05,0.3500415508075206
Validation,3,Validation_0003,73,0.003511085407808423,0.0035905908793210984,-7.950547151267537e-05,7.950547151267537e-05,-0.21577887020807743
Validation,4,Validation_0004,73,0.004366555251181126,0.003029663092456758,0.0013368921587243675,0.0013368921587243675,1.2234171672742773
Validation,5,Validation_0005,73,0.008131898008286953,0.0084675844758749,-0.0003356864675879475,0.0003356864675879475,-0.38664278053976253
Validation,6,Validation_0006,73,0.012002632953226566,0.011850211769342422,0.00015242118388414383,0.00015242118388414383,0.18105454395470522
Validation,7,Validation_0007,73,0.024447742849588394,0.0243849728256464,6.277002394199441e-05,6.277002394199441e-05,0.1667288149940152
Validation,8,Validation_0008,73,0.00034470963873900473,0.0005515243334230036,-0.00020681469468399884,0.00020681469468399884,-0.4950614054245002
Validation,9,Validation_0009,73,0.0077407462522387505,0.007669552974402904,7.119327783584612e-05,7.119327783584612e-05,0.10241584936541884
Validation,10,Validation_0010,73,0.03346351534128189,0.033912298083305356,-0.00044878274202346524,0.00044878274202346524,-0.6887600952986951
Validation,11,Validation_0011,73,0.027976978570222855,0.027433013916015624,0.000543964654207231,0.000543964654207231,1.3820437012456508
Validation,12,Validation_0012,73,0.021106984466314316,0.020901021361351014,0.00020596310496330192,0.00020596310496330192,0.8434734633927697
Validation,13,Validation_0013,73,0.03192915394902229,0.03198819383978844,-5.9039890766145187e-05,5.9039890766145187e-05,-0.11452772197910906
Validation,14,Validation_0014,73,0.03902021422982216,0.03927094340324402,-0.00025072917342185835,0.00025072917342185835,-0.4900219530979797
Validation,15,Validation_0015,73,0.03784477710723877,0.03824126496911049,-0.00039648786187172075,0.00039648786187172075,-0.7425531309065266
Validation,16,Validation_0016,73,0.0217415913939476,0.021469100192189217,0.000272491201758384,0.000272491201758384,0.2809737974790966
Validation,17,Validation_0017,73,0.03495006263256073,0.035247181355953214,-0.0002971187233924838,0.0002971187233924838,-0.7469125779337271
Validation,18,Validation_0018,73,0.017281940206885338,0.017688215151429175,-0.0004062749445438371,0.0004062749445438371,-0.8319540266310904
